"","time","datetime","dayinweek","hourinday","hourinweek","week"
"1514",1514,"2015-04-01 13:30:00",3,28,124,5
"1515",1515,"2015-04-01 14:00:00",3,29,125,5
"1516",1516,"2015-04-01 14:30:00",3,30,126,5
"1517",1517,"2015-04-01 15:00:00",3,31,127,5
"1518",1518,"2015-04-01 15:30:00",3,32,128,5
"1519",1519,"2015-04-01 16:00:00",3,33,129,5
"1520",1520,"2015-04-01 16:30:00",3,34,130,5
"1521",1521,"2015-04-01 17:00:00",3,35,131,5
"1522",1522,"2015-04-01 17:30:00",3,36,132,5
"1523",1523,"2015-04-01 18:00:00",3,37,133,5
"1524",1524,"2015-04-01 18:30:00",3,38,134,5
"1525",1525,"2015-04-01 19:00:00",3,39,135,5
"1526",1526,"2015-04-01 19:30:00",3,40,136,5
"1527",1527,"2015-04-01 20:00:00",3,41,137,5
"1528",1528,"2015-04-01 20:30:00",3,42,138,5
"1529",1529,"2015-04-01 21:00:00",3,43,139,5
"1530",1530,"2015-04-01 21:30:00",3,44,140,5
"1531",1531,"2015-04-01 22:00:00",3,45,141,5
"1532",1532,"2015-04-01 22:30:00",3,46,142,5
"1533",1533,"2015-04-01 23:00:00",3,47,143,5
"1534",1534,"2015-04-01 23:30:00",3,48,144,5
"1535",1535,"2015-04-02 00:00:00",4,1,145,5
"1536",1536,"2015-04-02 00:30:00",4,2,146,5
"1537",1537,"2015-04-02 01:00:00",4,3,147,5
"1538",1538,"2015-04-02 01:30:00",4,4,148,5
"1539",1539,"2015-04-02 02:00:00",4,5,149,5
"1540",1540,"2015-04-02 02:30:00",4,6,150,5
"1541",1541,"2015-04-02 03:00:00",4,7,151,5
"1542",1542,"2015-04-02 03:30:00",4,8,152,5
"1543",1543,"2015-04-02 04:00:00",4,9,153,5
"1544",1544,"2015-04-02 04:30:00",4,10,154,5
"1545",1545,"2015-04-02 05:00:00",4,11,155,5
"1546",1546,"2015-04-02 05:30:00",4,12,156,5
"1547",1547,"2015-04-02 06:00:00",4,13,157,5
"1548",1548,"2015-04-02 06:30:00",4,14,158,5
"1549",1549,"2015-04-02 07:00:00",4,15,159,5
"1550",1550,"2015-04-02 07:30:00",4,16,160,5
"1551",1551,"2015-04-02 08:00:00",4,17,161,5
"1552",1552,"2015-04-02 08:30:00",4,18,162,5
"1553",1553,"2015-04-02 09:00:00",4,19,163,5
"1554",1554,"2015-04-02 09:30:00",4,20,164,5
"1555",1555,"2015-04-02 10:00:00",4,21,165,5
"1556",1556,"2015-04-02 10:30:00",4,22,166,5
"1557",1557,"2015-04-02 11:00:00",4,23,167,5
"1558",1558,"2015-04-02 11:30:00",4,24,168,5
"1559",1559,"2015-04-02 12:00:00",4,25,169,5
"1560",1560,"2015-04-02 12:30:00",4,26,170,5
"1561",1561,"2015-04-02 13:00:00",4,27,171,5
"1562",1562,"2015-04-02 13:30:00",4,28,172,5
"1563",1563,"2015-04-02 14:00:00",4,29,173,5
"1564",1564,"2015-04-02 14:30:00",4,30,174,5
"1565",1565,"2015-04-02 15:00:00",4,31,175,5
"1566",1566,"2015-04-02 15:30:00",4,32,176,5
"1567",1567,"2015-04-02 16:00:00",4,33,177,5
"1568",1568,"2015-04-02 16:30:00",4,34,178,5
"1569",1569,"2015-04-02 17:00:00",4,35,179,5
"1570",1570,"2015-04-02 17:30:00",4,36,180,5
"1571",1571,"2015-04-02 18:00:00",4,37,181,5
"1572",1572,"2015-04-02 18:30:00",4,38,182,5
"1573",1573,"2015-04-02 19:00:00",4,39,183,5
"1574",1574,"2015-04-02 19:30:00",4,40,184,5
"1575",1575,"2015-04-02 20:00:00",4,41,185,5
"1576",1576,"2015-04-02 20:30:00",4,42,186,5
"1577",1577,"2015-04-02 21:00:00",4,43,187,5
"1578",1578,"2015-04-02 21:30:00",4,44,188,5
"1579",1579,"2015-04-02 22:00:00",4,45,189,5
"1580",1580,"2015-04-02 22:30:00",4,46,190,5
"1581",1581,"2015-04-02 23:00:00",4,47,191,5
"1582",1582,"2015-04-02 23:30:00",4,48,192,5
"1583",1583,"2015-04-03 00:00:00",5,1,193,5
"1584",1584,"2015-04-03 00:30:00",5,2,194,5
"1585",1585,"2015-04-03 01:00:00",5,3,195,5
"1586",1586,"2015-04-03 01:30:00",5,4,196,5
"1587",1587,"2015-04-03 02:00:00",5,5,197,5
"1588",1588,"2015-04-03 02:30:00",5,6,198,5
"1589",1589,"2015-04-03 03:00:00",5,7,199,5
"1590",1590,"2015-04-03 03:30:00",5,8,200,5
"1591",1591,"2015-04-03 04:00:00",5,9,201,5
"1592",1592,"2015-04-03 04:30:00",5,10,202,5
"1593",1593,"2015-04-03 05:00:00",5,11,203,5
"1594",1594,"2015-04-03 05:30:00",5,12,204,5
"1595",1595,"2015-04-03 06:00:00",5,13,205,5
"1596",1596,"2015-04-03 06:30:00",5,14,206,5
"1597",1597,"2015-04-03 07:00:00",5,15,207,5
"1598",1598,"2015-04-03 07:30:00",5,16,208,5
"1599",1599,"2015-04-03 08:00:00",5,17,209,5
"1600",1600,"2015-04-03 08:30:00",5,18,210,5
"1601",1601,"2015-04-03 09:00:00",5,19,211,5
"1602",1602,"2015-04-03 09:30:00",5,20,212,5
"1603",1603,"2015-04-03 10:00:00",5,21,213,5
"1604",1604,"2015-04-03 10:30:00",5,22,214,5
"1605",1605,"2015-04-03 11:00:00",5,23,215,5
"1606",1606,"2015-04-03 11:30:00",5,24,216,5
"1607",1607,"2015-04-03 12:00:00",5,25,217,5
"1608",1608,"2015-04-03 12:30:00",5,26,218,5
"1609",1609,"2015-04-03 13:00:00",5,27,219,5
"1610",1610,"2015-04-03 13:30:00",5,28,220,5
"1611",1611,"2015-04-03 14:00:00",5,29,221,5
"1612",1612,"2015-04-03 14:30:00",5,30,222,5
"1613",1613,"2015-04-03 15:00:00",5,31,223,5
"1614",1614,"2015-04-03 15:30:00",5,32,224,5
"1615",1615,"2015-04-03 16:00:00",5,33,225,5
"1616",1616,"2015-04-03 16:30:00",5,34,226,5
"1617",1617,"2015-04-03 17:00:00",5,35,227,5
"1618",1618,"2015-04-03 17:30:00",5,36,228,5
"1619",1619,"2015-04-03 18:00:00",5,37,229,5
"1620",1620,"2015-04-03 18:30:00",5,38,230,5
"1621",1621,"2015-04-03 19:00:00",5,39,231,5
"1622",1622,"2015-04-03 19:30:00",5,40,232,5
"1623",1623,"2015-04-03 20:00:00",5,41,233,5
"1624",1624,"2015-04-03 20:30:00",5,42,234,5
"1625",1625,"2015-04-03 21:00:00",5,43,235,5
"1626",1626,"2015-04-03 21:30:00",5,44,236,5
"1627",1627,"2015-04-03 22:00:00",5,45,237,5
"1628",1628,"2015-04-03 22:30:00",5,46,238,5
"1629",1629,"2015-04-03 23:00:00",5,47,239,5
"1630",1630,"2015-04-03 23:30:00",5,48,240,5
"1631",1631,"2015-04-04 00:00:00",6,1,241,5
"1632",1632,"2015-04-04 00:30:00",6,2,242,5
"1633",1633,"2015-04-04 01:00:00",6,3,243,5
"1634",1634,"2015-04-04 01:30:00",6,4,244,5
"1635",1635,"2015-04-04 02:00:00",6,5,245,5
"1636",1636,"2015-04-04 02:30:00",6,6,246,5
"1637",1637,"2015-04-04 03:00:00",6,7,247,5
"1638",1638,"2015-04-04 03:30:00",6,8,248,5
"1639",1639,"2015-04-04 04:00:00",6,9,249,5
"1640",1640,"2015-04-04 04:30:00",6,10,250,5
"1641",1641,"2015-04-04 05:00:00",6,11,251,5
"1642",1642,"2015-04-04 05:30:00",6,12,252,5
"1643",1643,"2015-04-04 06:00:00",6,13,253,5
"1644",1644,"2015-04-04 06:30:00",6,14,254,5
"1645",1645,"2015-04-04 07:00:00",6,15,255,5
"1646",1646,"2015-04-04 07:30:00",6,16,256,5
"1647",1647,"2015-04-04 08:00:00",6,17,257,5
"1648",1648,"2015-04-04 08:30:00",6,18,258,5
"1649",1649,"2015-04-04 09:00:00",6,19,259,5
"1650",1650,"2015-04-04 09:30:00",6,20,260,5
"1651",1651,"2015-04-04 10:00:00",6,21,261,5
"1652",1652,"2015-04-04 10:30:00",6,22,262,5
"1653",1653,"2015-04-04 11:00:00",6,23,263,5
"1654",1654,"2015-04-04 11:30:00",6,24,264,5
"1655",1655,"2015-04-04 12:00:00",6,25,265,5
"1656",1656,"2015-04-04 12:30:00",6,26,266,5
"1657",1657,"2015-04-04 13:00:00",6,27,267,5
"1658",1658,"2015-04-04 13:30:00",6,28,268,5
"1659",1659,"2015-04-04 14:00:00",6,29,269,5
"1660",1660,"2015-04-04 14:30:00",6,30,270,5
"1661",1661,"2015-04-04 15:00:00",6,31,271,5
"1662",1662,"2015-04-04 15:30:00",6,32,272,5
"1663",1663,"2015-04-04 16:00:00",6,33,273,5
"1664",1664,"2015-04-04 16:30:00",6,34,274,5
"1665",1665,"2015-04-04 17:00:00",6,35,275,5
"1666",1666,"2015-04-04 17:30:00",6,36,276,5
"1667",1667,"2015-04-04 18:00:00",6,37,277,5
"1668",1668,"2015-04-04 18:30:00",6,38,278,5
"1669",1669,"2015-04-04 19:00:00",6,39,279,5
"1670",1670,"2015-04-04 19:30:00",6,40,280,5
"1671",1671,"2015-04-04 20:00:00",6,41,281,5
"1672",1672,"2015-04-04 20:30:00",6,42,282,5
"1673",1673,"2015-04-04 21:00:00",6,43,283,5
"1674",1674,"2015-04-04 21:30:00",6,44,284,5
"1675",1675,"2015-04-04 22:00:00",6,45,285,5
"1676",1676,"2015-04-04 22:30:00",6,46,286,5
"1677",1677,"2015-04-04 23:00:00",6,47,287,5
"1678",1678,"2015-04-04 23:30:00",6,48,288,5
"1679",1679,"2015-04-05 00:00:00",7,1,289,5
"1680",1680,"2015-04-05 00:30:00",7,2,290,5
"1681",1681,"2015-04-05 01:00:00",7,3,291,5
"1682",1682,"2015-04-05 01:30:00",7,4,292,5
"1683",1683,"2015-04-05 02:00:00",7,5,293,5
"1684",1684,"2015-04-05 02:30:00",7,6,294,5
"1685",1685,"2015-04-05 03:00:00",7,7,295,5
"1686",1686,"2015-04-05 03:30:00",7,8,296,5
"1687",1687,"2015-04-05 04:00:00",7,9,297,5
"1688",1688,"2015-04-05 04:30:00",7,10,298,5
"1689",1689,"2015-04-05 05:00:00",7,11,299,5
"1690",1690,"2015-04-05 05:30:00",7,12,300,5
"1691",1691,"2015-04-05 06:00:00",7,13,301,5
"1692",1692,"2015-04-05 06:30:00",7,14,302,5
"1693",1693,"2015-04-05 07:00:00",7,15,303,5
"1694",1694,"2015-04-05 07:30:00",7,16,304,5
"1695",1695,"2015-04-05 08:00:00",7,17,305,5
"1696",1696,"2015-04-05 08:30:00",7,18,306,5
"1697",1697,"2015-04-05 09:00:00",7,19,307,5
"1698",1698,"2015-04-05 09:30:00",7,20,308,5
"1699",1699,"2015-04-05 10:00:00",7,21,309,5
"1700",1700,"2015-04-05 10:30:00",7,22,310,5
"1701",1701,"2015-04-05 11:00:00",7,23,311,5
"1702",1702,"2015-04-05 11:30:00",7,24,312,5
"1703",1703,"2015-04-05 12:00:00",7,25,313,5
"1704",1704,"2015-04-05 12:30:00",7,26,314,5
"1705",1705,"2015-04-05 13:00:00",7,27,315,5
"1706",1706,"2015-04-05 13:30:00",7,28,316,5
"1707",1707,"2015-04-05 14:00:00",7,29,317,5
"1708",1708,"2015-04-05 14:30:00",7,30,318,5
"1709",1709,"2015-04-05 15:00:00",7,31,319,5
"1710",1710,"2015-04-05 15:30:00",7,32,320,5
"1711",1711,"2015-04-05 16:00:00",7,33,321,5
"1712",1712,"2015-04-05 16:30:00",7,34,322,5
"1713",1713,"2015-04-05 17:00:00",7,35,323,5
"1714",1714,"2015-04-05 17:30:00",7,36,324,5
"1715",1715,"2015-04-05 18:00:00",7,37,325,5
"1716",1716,"2015-04-05 18:30:00",7,38,326,5
"1717",1717,"2015-04-05 19:00:00",7,39,327,5
"1718",1718,"2015-04-05 19:30:00",7,40,328,5
"1719",1719,"2015-04-05 20:00:00",7,41,329,5
"1720",1720,"2015-04-05 20:30:00",7,42,330,5
"1721",1721,"2015-04-05 21:00:00",7,43,331,5
"1722",1722,"2015-04-05 21:30:00",7,44,332,5
"1723",1723,"2015-04-05 22:00:00",7,45,333,5
"1724",1724,"2015-04-05 22:30:00",7,46,334,5
"1725",1725,"2015-04-05 23:00:00",7,47,335,5
"1726",1726,"2015-04-05 23:30:00",7,48,336,5
"1727",1727,"2015-04-06 00:00:00",1,1,1,6
"1728",1728,"2015-04-06 00:30:00",1,2,2,6
"1729",1729,"2015-04-06 01:00:00",1,3,3,6
"1730",1730,"2015-04-06 01:30:00",1,4,4,6
"1731",1731,"2015-04-06 02:00:00",1,5,5,6
"1732",1732,"2015-04-06 02:30:00",1,6,6,6
"1733",1733,"2015-04-06 03:00:00",1,7,7,6
"1734",1734,"2015-04-06 03:30:00",1,8,8,6
"1735",1735,"2015-04-06 04:00:00",1,9,9,6
"1736",1736,"2015-04-06 04:30:00",1,10,10,6
"1737",1737,"2015-04-06 05:00:00",1,11,11,6
"1738",1738,"2015-04-06 05:30:00",1,12,12,6
"1739",1739,"2015-04-06 06:00:00",1,13,13,6
"1740",1740,"2015-04-06 06:30:00",1,14,14,6
"1741",1741,"2015-04-06 07:00:00",1,15,15,6
"1742",1742,"2015-04-06 07:30:00",1,16,16,6
"1743",1743,"2015-04-06 08:00:00",1,17,17,6
"1744",1744,"2015-04-06 08:30:00",1,18,18,6
"1745",1745,"2015-04-06 09:00:00",1,19,19,6
"1746",1746,"2015-04-06 09:30:00",1,20,20,6
"1747",1747,"2015-04-06 10:00:00",1,21,21,6
"1748",1748,"2015-04-06 10:30:00",1,22,22,6
"1749",1749,"2015-04-06 11:00:00",1,23,23,6
"1750",1750,"2015-04-06 11:30:00",1,24,24,6
"1751",1751,"2015-04-06 12:00:00",1,25,25,6
"1752",1752,"2015-04-06 12:30:00",1,26,26,6
"1753",1753,"2015-04-06 13:00:00",1,27,27,6
"1754",1754,"2015-04-06 13:30:00",1,28,28,6
"1755",1755,"2015-04-06 14:00:00",1,29,29,6
"1756",1756,"2015-04-06 14:30:00",1,30,30,6
"1757",1757,"2015-04-06 15:00:00",1,31,31,6
"1758",1758,"2015-04-06 15:30:00",1,32,32,6
"1759",1759,"2015-04-06 16:00:00",1,33,33,6
"1760",1760,"2015-04-06 16:30:00",1,34,34,6
"1761",1761,"2015-04-06 17:00:00",1,35,35,6
"1762",1762,"2015-04-06 17:30:00",1,36,36,6
"1763",1763,"2015-04-06 18:00:00",1,37,37,6
"1764",1764,"2015-04-06 18:30:00",1,38,38,6
"1765",1765,"2015-04-06 19:00:00",1,39,39,6
"1766",1766,"2015-04-06 19:30:00",1,40,40,6
"1767",1767,"2015-04-06 20:00:00",1,41,41,6
"1768",1768,"2015-04-06 20:30:00",1,42,42,6
"1769",1769,"2015-04-06 21:00:00",1,43,43,6
"1770",1770,"2015-04-06 21:30:00",1,44,44,6
"1771",1771,"2015-04-06 22:00:00",1,45,45,6
"1772",1772,"2015-04-06 22:30:00",1,46,46,6
"1773",1773,"2015-04-06 23:00:00",1,47,47,6
"1774",1774,"2015-04-06 23:30:00",1,48,48,6
"1775",1775,"2015-04-07 00:00:00",2,1,49,6
"1776",1776,"2015-04-07 00:30:00",2,2,50,6
"1777",1777,"2015-04-07 01:00:00",2,3,51,6
"1778",1778,"2015-04-07 01:30:00",2,4,52,6
"1779",1779,"2015-04-07 02:00:00",2,5,53,6
"1780",1780,"2015-04-07 02:30:00",2,6,54,6
"1781",1781,"2015-04-07 03:00:00",2,7,55,6
"1782",1782,"2015-04-07 03:30:00",2,8,56,6
"1783",1783,"2015-04-07 04:00:00",2,9,57,6
"1784",1784,"2015-04-07 04:30:00",2,10,58,6
"1785",1785,"2015-04-07 05:00:00",2,11,59,6
"1786",1786,"2015-04-07 05:30:00",2,12,60,6
"1787",1787,"2015-04-07 06:00:00",2,13,61,6
"1788",1788,"2015-04-07 06:30:00",2,14,62,6
"1789",1789,"2015-04-07 07:00:00",2,15,63,6
"1790",1790,"2015-04-07 07:30:00",2,16,64,6
"1791",1791,"2015-04-07 08:00:00",2,17,65,6
"1792",1792,"2015-04-07 08:30:00",2,18,66,6
"1793",1793,"2015-04-07 09:00:00",2,19,67,6
"1794",1794,"2015-04-07 09:30:00",2,20,68,6
"1795",1795,"2015-04-07 10:00:00",2,21,69,6
"1796",1796,"2015-04-07 10:30:00",2,22,70,6
"1797",1797,"2015-04-07 11:00:00",2,23,71,6
"1798",1798,"2015-04-07 11:30:00",2,24,72,6
"1799",1799,"2015-04-07 12:00:00",2,25,73,6
"1800",1800,"2015-04-07 12:30:00",2,26,74,6
"1801",1801,"2015-04-07 13:00:00",2,27,75,6
"1802",1802,"2015-04-07 13:30:00",2,28,76,6
"1803",1803,"2015-04-07 14:00:00",2,29,77,6
"1804",1804,"2015-04-07 14:30:00",2,30,78,6
"1805",1805,"2015-04-07 15:00:00",2,31,79,6
"1806",1806,"2015-04-07 15:30:00",2,32,80,6
"1807",1807,"2015-04-07 16:00:00",2,33,81,6
"1808",1808,"2015-04-07 16:30:00",2,34,82,6
"1809",1809,"2015-04-07 17:00:00",2,35,83,6
"1810",1810,"2015-04-07 17:30:00",2,36,84,6
"1811",1811,"2015-04-07 18:00:00",2,37,85,6
"1812",1812,"2015-04-07 18:30:00",2,38,86,6
"1813",1813,"2015-04-07 19:00:00",2,39,87,6
"1814",1814,"2015-04-07 19:30:00",2,40,88,6
"1815",1815,"2015-04-07 20:00:00",2,41,89,6
"1816",1816,"2015-04-07 20:30:00",2,42,90,6
"1817",1817,"2015-04-07 21:00:00",2,43,91,6
"1818",1818,"2015-04-07 21:30:00",2,44,92,6
"1819",1819,"2015-04-07 22:00:00",2,45,93,6
"1820",1820,"2015-04-07 22:30:00",2,46,94,6
"1821",1821,"2015-04-07 23:00:00",2,47,95,6
"1822",1822,"2015-04-07 23:30:00",2,48,96,6
"1823",1823,"2015-04-08 00:00:00",3,1,97,6
"1824",1824,"2015-04-08 00:30:00",3,2,98,6
"1825",1825,"2015-04-08 01:00:00",3,3,99,6
"1826",1826,"2015-04-08 01:30:00",3,4,100,6
"1827",1827,"2015-04-08 02:00:00",3,5,101,6
"1828",1828,"2015-04-08 02:30:00",3,6,102,6
"1829",1829,"2015-04-08 03:00:00",3,7,103,6
"1830",1830,"2015-04-08 03:30:00",3,8,104,6
"1831",1831,"2015-04-08 04:00:00",3,9,105,6
"1832",1832,"2015-04-08 04:30:00",3,10,106,6
"1833",1833,"2015-04-08 05:00:00",3,11,107,6
"1834",1834,"2015-04-08 05:30:00",3,12,108,6
"1835",1835,"2015-04-08 06:00:00",3,13,109,6
"1836",1836,"2015-04-08 06:30:00",3,14,110,6
"1837",1837,"2015-04-08 07:00:00",3,15,111,6
"1838",1838,"2015-04-08 07:30:00",3,16,112,6
"1839",1839,"2015-04-08 08:00:00",3,17,113,6
"1840",1840,"2015-04-08 08:30:00",3,18,114,6
"1841",1841,"2015-04-08 09:00:00",3,19,115,6
"1842",1842,"2015-04-08 09:30:00",3,20,116,6
"1843",1843,"2015-04-08 10:00:00",3,21,117,6
"1844",1844,"2015-04-08 10:30:00",3,22,118,6
"1845",1845,"2015-04-08 11:00:00",3,23,119,6
"1846",1846,"2015-04-08 11:30:00",3,24,120,6
"1847",1847,"2015-04-08 12:00:00",3,25,121,6
"1848",1848,"2015-04-08 12:30:00",3,26,122,6
"1849",1849,"2015-04-08 13:00:00",3,27,123,6
"1850",1850,"2015-04-08 13:30:00",3,28,124,6
"1851",1851,"2015-04-08 14:00:00",3,29,125,6
"1852",1852,"2015-04-08 14:30:00",3,30,126,6
"1853",1853,"2015-04-08 15:00:00",3,31,127,6
"1854",1854,"2015-04-08 15:30:00",3,32,128,6
"1855",1855,"2015-04-08 16:00:00",3,33,129,6
"1856",1856,"2015-04-08 16:30:00",3,34,130,6
"1857",1857,"2015-04-08 17:00:00",3,35,131,6
"1858",1858,"2015-04-08 17:30:00",3,36,132,6
"1859",1859,"2015-04-08 18:00:00",3,37,133,6
"1860",1860,"2015-04-08 18:30:00",3,38,134,6
"1861",1861,"2015-04-08 19:00:00",3,39,135,6
"1862",1862,"2015-04-08 19:30:00",3,40,136,6
"1863",1863,"2015-04-08 20:00:00",3,41,137,6
"1864",1864,"2015-04-08 20:30:00",3,42,138,6
"1865",1865,"2015-04-08 21:00:00",3,43,139,6
"1866",1866,"2015-04-08 21:30:00",3,44,140,6
"1867",1867,"2015-04-08 22:00:00",3,45,141,6
"1868",1868,"2015-04-08 22:30:00",3,46,142,6
"1869",1869,"2015-04-08 23:00:00",3,47,143,6
"1870",1870,"2015-04-08 23:30:00",3,48,144,6
"1871",1871,"2015-04-09 00:00:00",4,1,145,6
"1872",1872,"2015-04-09 00:30:00",4,2,146,6
"1873",1873,"2015-04-09 01:00:00",4,3,147,6
"1874",1874,"2015-04-09 01:30:00",4,4,148,6
"1875",1875,"2015-04-09 02:00:00",4,5,149,6
"1876",1876,"2015-04-09 02:30:00",4,6,150,6
"1877",1877,"2015-04-09 03:00:00",4,7,151,6
"1878",1878,"2015-04-09 03:30:00",4,8,152,6
"1879",1879,"2015-04-09 04:00:00",4,9,153,6
"1880",1880,"2015-04-09 04:30:00",4,10,154,6
"1881",1881,"2015-04-09 05:00:00",4,11,155,6
"1882",1882,"2015-04-09 05:30:00",4,12,156,6
"1883",1883,"2015-04-09 06:00:00",4,13,157,6
"1884",1884,"2015-04-09 06:30:00",4,14,158,6
"1885",1885,"2015-04-09 07:00:00",4,15,159,6
"1886",1886,"2015-04-09 07:30:00",4,16,160,6
"1887",1887,"2015-04-09 08:00:00",4,17,161,6
"1888",1888,"2015-04-09 08:30:00",4,18,162,6
"1889",1889,"2015-04-09 09:00:00",4,19,163,6
"1890",1890,"2015-04-09 09:30:00",4,20,164,6
"1891",1891,"2015-04-09 10:00:00",4,21,165,6
"1892",1892,"2015-04-09 10:30:00",4,22,166,6
"1893",1893,"2015-04-09 11:00:00",4,23,167,6
"1894",1894,"2015-04-09 11:30:00",4,24,168,6
"1895",1895,"2015-04-09 12:00:00",4,25,169,6
"1896",1896,"2015-04-09 12:30:00",4,26,170,6
"1897",1897,"2015-04-09 13:00:00",4,27,171,6
"1898",1898,"2015-04-09 13:30:00",4,28,172,6
"1899",1899,"2015-04-09 14:00:00",4,29,173,6
"1900",1900,"2015-04-09 14:30:00",4,30,174,6
"1901",1901,"2015-04-09 15:00:00",4,31,175,6
"1902",1902,"2015-04-09 15:30:00",4,32,176,6
"1903",1903,"2015-04-09 16:00:00",4,33,177,6
"1904",1904,"2015-04-09 16:30:00",4,34,178,6
"1905",1905,"2015-04-09 17:00:00",4,35,179,6
"1906",1906,"2015-04-09 17:30:00",4,36,180,6
"1907",1907,"2015-04-09 18:00:00",4,37,181,6
"1908",1908,"2015-04-09 18:30:00",4,38,182,6
"1909",1909,"2015-04-09 19:00:00",4,39,183,6
"1910",1910,"2015-04-09 19:30:00",4,40,184,6
"1911",1911,"2015-04-09 20:00:00",4,41,185,6
"1912",1912,"2015-04-09 20:30:00",4,42,186,6
"1913",1913,"2015-04-09 21:00:00",4,43,187,6
"1914",1914,"2015-04-09 21:30:00",4,44,188,6
"1915",1915,"2015-04-09 22:00:00",4,45,189,6
"1916",1916,"2015-04-09 22:30:00",4,46,190,6
"1917",1917,"2015-04-09 23:00:00",4,47,191,6
"1918",1918,"2015-04-09 23:30:00",4,48,192,6
"1919",1919,"2015-04-10 00:00:00",5,1,193,6
"1920",1920,"2015-04-10 00:30:00",5,2,194,6
"1921",1921,"2015-04-10 01:00:00",5,3,195,6
"1922",1922,"2015-04-10 01:30:00",5,4,196,6
"1923",1923,"2015-04-10 02:00:00",5,5,197,6
"1924",1924,"2015-04-10 02:30:00",5,6,198,6
"1925",1925,"2015-04-10 03:00:00",5,7,199,6
"1926",1926,"2015-04-10 03:30:00",5,8,200,6
"1927",1927,"2015-04-10 04:00:00",5,9,201,6
"1928",1928,"2015-04-10 04:30:00",5,10,202,6
"1929",1929,"2015-04-10 05:00:00",5,11,203,6
"1930",1930,"2015-04-10 05:30:00",5,12,204,6
"1931",1931,"2015-04-10 06:00:00",5,13,205,6
"1932",1932,"2015-04-10 06:30:00",5,14,206,6
"1933",1933,"2015-04-10 07:00:00",5,15,207,6
"1934",1934,"2015-04-10 07:30:00",5,16,208,6
"1935",1935,"2015-04-10 08:00:00",5,17,209,6
"1936",1936,"2015-04-10 08:30:00",5,18,210,6
"1937",1937,"2015-04-10 09:00:00",5,19,211,6
"1938",1938,"2015-04-10 09:30:00",5,20,212,6
"1939",1939,"2015-04-10 10:00:00",5,21,213,6
"1940",1940,"2015-04-10 10:30:00",5,22,214,6
"1941",1941,"2015-04-10 11:00:00",5,23,215,6
"1942",1942,"2015-04-10 11:30:00",5,24,216,6
"1943",1943,"2015-04-10 12:00:00",5,25,217,6
"1944",1944,"2015-04-10 12:30:00",5,26,218,6
"1945",1945,"2015-04-10 13:00:00",5,27,219,6
"1946",1946,"2015-04-10 13:30:00",5,28,220,6
"1947",1947,"2015-04-10 14:00:00",5,29,221,6
"1948",1948,"2015-04-10 14:30:00",5,30,222,6
"1949",1949,"2015-04-10 15:00:00",5,31,223,6
"1950",1950,"2015-04-10 15:30:00",5,32,224,6
"1951",1951,"2015-04-10 16:00:00",5,33,225,6
"1952",1952,"2015-04-10 16:30:00",5,34,226,6
"1953",1953,"2015-04-10 17:00:00",5,35,227,6
"1954",1954,"2015-04-10 17:30:00",5,36,228,6
"1955",1955,"2015-04-10 18:00:00",5,37,229,6
"1956",1956,"2015-04-10 18:30:00",5,38,230,6
"1957",1957,"2015-04-10 19:00:00",5,39,231,6
"1958",1958,"2015-04-10 19:30:00",5,40,232,6
"1959",1959,"2015-04-10 20:00:00",5,41,233,6
"1960",1960,"2015-04-10 20:30:00",5,42,234,6
"1961",1961,"2015-04-10 21:00:00",5,43,235,6
"1962",1962,"2015-04-10 21:30:00",5,44,236,6
"1963",1963,"2015-04-10 22:00:00",5,45,237,6
"1964",1964,"2015-04-10 22:30:00",5,46,238,6
"1965",1965,"2015-04-10 23:00:00",5,47,239,6
"1966",1966,"2015-04-10 23:30:00",5,48,240,6
"1967",1967,"2015-04-11 00:00:00",6,1,241,6
"1968",1968,"2015-04-11 00:30:00",6,2,242,6
"1969",1969,"2015-04-11 01:00:00",6,3,243,6
"1970",1970,"2015-04-11 01:30:00",6,4,244,6
"1971",1971,"2015-04-11 02:00:00",6,5,245,6
"1972",1972,"2015-04-11 02:30:00",6,6,246,6
"1973",1973,"2015-04-11 03:00:00",6,7,247,6
"1974",1974,"2015-04-11 03:30:00",6,8,248,6
"1975",1975,"2015-04-11 04:00:00",6,9,249,6
"1976",1976,"2015-04-11 04:30:00",6,10,250,6
"1977",1977,"2015-04-11 05:00:00",6,11,251,6
"1978",1978,"2015-04-11 05:30:00",6,12,252,6
"1979",1979,"2015-04-11 06:00:00",6,13,253,6
"1980",1980,"2015-04-11 06:30:00",6,14,254,6
"1981",1981,"2015-04-11 07:00:00",6,15,255,6
"1982",1982,"2015-04-11 07:30:00",6,16,256,6
"1983",1983,"2015-04-11 08:00:00",6,17,257,6
"1984",1984,"2015-04-11 08:30:00",6,18,258,6
"1985",1985,"2015-04-11 09:00:00",6,19,259,6
"1986",1986,"2015-04-11 09:30:00",6,20,260,6
"1987",1987,"2015-04-11 10:00:00",6,21,261,6
"1988",1988,"2015-04-11 10:30:00",6,22,262,6
"1989",1989,"2015-04-11 11:00:00",6,23,263,6
"1990",1990,"2015-04-11 11:30:00",6,24,264,6
"1991",1991,"2015-04-11 12:00:00",6,25,265,6
"1992",1992,"2015-04-11 12:30:00",6,26,266,6
"1993",1993,"2015-04-11 13:00:00",6,27,267,6
"1994",1994,"2015-04-11 13:30:00",6,28,268,6
